chrom	locus	3D_x	3D_y	3D_z
4	YDR312W	138.481	16.947	134.779
4	YDR316W	138.355	17.343	135.267
4	YDR316W-A	136.744	17.914	134.621
4	YDR316W-B	136.744	17.914	134.621
4	YDR317W	133.260	19.570	132.246
4	YDR318W	132.684	19.910	131.720
4	YDR320W-B	130.100	21.204	129.212
4	YDR321W	129.522	21.286	128.727
4	YDR322W	128.361	21.198	127.854
4	YDR325W	124.572	19.227	125.848
4	YDR327W	120.456	21.319	124.310
4	YDR330W	119.370	22.738	124.173
4	YDR331W	118.740	23.372	124.583
4	YDR332W	118.581	23.375	125.091
4	YDR334W	118.951	22.017	127.393
4	YDR335W	120.606	18.820	131.446
4	YDR336W	122.113	16.699	133.939
4	YDR337W	122.296	16.479	134.201
4	YDR340W	123.281	15.894	135.270
4	YDR347W	118.834	17.630	127.862
4	tM(CAU)D	119.813	13.876	129.039
4	YDR351W	120.502	12.377	130.083
4	YDR352W	120.423	12.278	130.431
4	YDR353W	120.147	12.608	130.482
4	YDR354W	119.513	13.502	130.365
4	YDR356W	119.006	14.266	130.298
4	YDR358W	118.457	15.320	131.103
4	YDR360W	119.241	14.796	133.719
4	YDR363W	119.673	13.392	136.895
4	tK(CUU)D1	118.969	12.634	138.360
4	YDR363W-A	118.747	12.484	138.627
4	YDR365W-B	116.171	11.396	140.380
4	YDR365W-A	116.171	11.396	140.380
4	YDR367W	112.881	11.809	140.206
4	YDR368W	112.482	12.159	139.811
4	YDR371W	111.149	14.969	136.596
4	YDR373W	111.156	16.986	134.455
4	YDR374W-A	111.463	18.202	133.223
4	YDR376W	111.909	19.301	132.121
4	YDR377W	112.382	19.948	131.392
4	YDR379W	112.616	19.937	131.311
4	YDR380W	113.055	18.441	132.400
4	YDR381W	113.107	16.858	133.556
4	YDR382W	112.886	15.949	133.942
4	YDR385W	111.518	15.137	132.975
4	YDR386W	110.036	15.346	131.088
4	YDR388W	108.343	14.626	128.699
4	YDR389W	107.526	13.443	127.410
4	YDR392W	105.766	9.437	125.587
4	YDR393W	105.566	9.162	125.591
4	YDR394W	104.419	7.981	126.003
4	YDR395W	103.890	7.597	126.349
4	YDR396W	102.073	6.740	127.938
4	YDR398W	101.404	6.521	128.471
4	YDR399W	98.846	5.945	129.953
4	YDR400W	98.053	5.835	130.265
4	YDR401W	97.233	5.750	130.529
4	YDR403W	95.063	5.643	130.974
4	YDR405W	93.045	5.744	131.241
4	YDR406W	92.553	5.897	131.312
4	YDR406W-A	92.924	6.643	131.299
4	YDR409W	95.892	8.640	130.735
4	YDR412W	97.993	12.588	129.210
4	YDR416W	98.724	14.995	128.162
4	YDR418W	99.816	18.093	126.624
4	YDR419W	100.261	19.222	126.005
4	tS(AGA)D3	101.049	21.005	124.961
4	YDR420W	101.049	21.005	124.961
4	YDR421W	103.658	22.341	123.912
4	YDR425W	106.296	18.231	124.863
4	YDR427W	106.093	16.849	124.835
4	YDR431W	104.291	13.290	124.050
4	YDR432W	104.179	13.144	123.926
4	YDR433W	103.941	12.936	123.502
4	YDR434W	103.849	13.072	123.000
4	YDR436W	104.104	14.376	121.759
4	YDR437W	104.606	16.240	120.666
4	YDR438W	104.788	17.021	120.322
4	YDR439W	105.109	18.632	119.801
4	YDR440W	105.376	20.308	119.503
4	YDR442W	105.723	23.768	119.554
4	YDR444W	105.285	25.455	119.976
4	YDR446W	103.841	24.570	120.562
4	YDR448W	102.592	23.068	120.965
4	YDR450W	101.699	22.356	121.205
4	YDR452W	101.561	23.042	121.152
4	YDR456W	102.442	26.073	120.679
4	YDR457W	102.516	26.947	120.674
4	YDR460W	95.800	20.125	123.323
4	YDR461W	94.396	19.020	123.457
4	YDR462W	93.819	18.558	123.466
4	YDR463W	93.819	18.558	123.466
4	YDR464W	93.104	17.899	123.342
4	YDR466W	95.164	18.351	121.423
4	YDR469W	97.106	18.495	120.018
4	YDR471W	97.474	17.853	119.476
4	snR13	97.508	17.353	119.244
4	YDR472W	97.487	17.059	119.139
4	YDR477W	97.257	13.369	117.466
4	YDR478W	98.512	14.734	116.744
4	YDR480W	99.543	16.110	116.382
4	YDR483W	101.516	19.226	116.668
4	YDR484W	101.888	19.922	116.938
4	YDR489W	104.884	26.456	119.913
4	YDR492W	106.026	28.824	119.973
4	YDR493W	106.823	30.301	119.717
4	YDR494W	106.823	30.301	119.717
4	YDR499W	110.786	29.900	114.672
4	YDR501W	110.545	28.914	113.807
4	YDR509W	103.900	20.745	116.605
4	YDR510W	103.845	20.298	116.610
4	YDR511W	103.704	18.954	116.591
4	YDR513W	103.629	18.057	116.554
4	YDR515W	103.547	16.709	116.459
4	YDR517W	103.325	12.836	115.771
4	YDR518W	103.095	11.769	115.295
4	YDR519W	102.886	11.131	114.902
4	YDR521W	101.813	9.361	113.050
4	YDR524W-C	99.912	8.516	109.596
4	YDR525W	99.825	8.612	109.359
4	YDR525W-A	99.660	9.079	108.735
4	YDR527W	99.638	9.294	108.556
4	YDR528W	99.933	11.637	107.720
4	YDR531W	100.485	14.567	107.723
4	YDR536W	100.484	20.677	111.825
4	YDR538W	100.145	20.747	112.120
4	YDR539W	99.682	20.275	111.977
4	YDR542W	96.715	12.317	108.152
4	YDR545W	96.300	10.076	107.551
4	YEL077W-A	96.467	11.032	107.794
5	YEL075W-A	85.248	130.974	75.501
5	YEL074W	85.750	129.242	74.869
5	YEL072W	87.809	122.955	73.561
5	YEL071W	88.415	121.246	73.451
5	YEL070W	89.389	117.771	73.238
5	YEL066W	90.198	111.853	72.861
5	YEL065W	90.187	111.380	72.875
5	YEL062W	89.291	112.160	73.623
5	YEL059W	86.038	117.798	72.767
5	YEL058W	86.038	117.798	72.767
5	YEL056W	83.949	119.301	69.755
5	YEL053W-A	81.454	121.066	66.406
5	YEL052W	79.208	122.689	63.543
5	YEL051W	78.833	122.898	62.871
5	YEL050W-A	78.269	123.084	61.466
5	snR67	78.081	123.061	60.732
5	snR53	77.955	122.962	59.978
5	YEL049W	77.889	122.531	58.407
5	YEL044W	78.717	120.105	54.721
5	YEL043W	78.845	119.819	54.507
5	YEL042W	79.990	117.517	53.595
5	YEL041W	80.823	115.989	53.516
5	YEL040W	81.693	114.374	53.125
5	YEL038W	81.875	114.002	52.690
5	YEL034W	80.960	115.371	49.412
5	YEL033W	80.817	115.642	49.094
5	tS(AGA)E	80.679	115.922	48.788
5	YEL032W	80.817	115.642	49.094
5	YEL031W	79.950	117.808	47.214
5	YEL030W	79.124	121.724	45.586
5	YEL028W	79.148	124.058	44.567
5	tM(CAU)E	79.410	124.322	44.076
5	YEL027W	79.410	124.322	44.076
5	YEL026W	79.662	124.313	43.715
5	YEL024W	81.977	122.107	41.246
5	YEL022W	83.586	121.274	38.870
5	YEL021W	85.250	122.477	34.890
5	YEL020W-A	85.595	122.665	34.250
5	YEL018W	87.146	122.559	32.578
5	YEL017W	88.897	121.523	31.849
5	YEL015W	90.969	119.839	31.604
5	YEL013W	92.045	119.021	31.469
5	YEL012W	94.256	117.487	31.130
5	YEL011W	95.776	116.540	30.854
5	YEL010W	97.670	115.490	30.438
5	tR(UCU)E	99.241	115.009	29.644
5	YEL008W	99.770	115.238	28.913
5	YEL007W	99.838	115.364	28.705
5	YEL006W	99.788	116.407	27.512
5	YEL004W	99.141	117.971	26.160
5	YEL003W	98.338	119.119	25.239
5	YER001W	94.905	121.531	23.597
5	YER002W	92.923	122.205	23.325
5	YER004W	91.031	122.239	23.773
5	YER005W	90.703	122.045	24.084
5	YER006W	90.329	121.387	24.950
5	YER007W	90.333	120.368	26.142
5	YER009W	89.870	116.284	31.342
5	YER011W	89.029	114.881	33.488
5	tE(UUC)E1	88.433	113.973	34.942
5	YER012W	88.433	113.973	34.942
5	YER013W	88.161	113.516	35.677
5	YER014W	87.160	111.446	39.040
5	YER015W	86.831	110.517	40.566
5	YER016W	86.331	109.183	42.885
5	YER019W	85.354	107.424	46.424
5	YER020W	84.567	106.407	48.813
5	YER021W	84.383	106.058	49.548
5	YER022W	84.306	105.281	50.811
5	YER023W	84.916	103.918	52.190
5	YER024W	85.313	103.411	52.512
5	YER025W	86.728	102.030	53.018
5	tH(GUG)E1	87.854	100.862	53.317
5	YER030W	88.266	97.398	55.013
5	YER032W	87.143	95.981	56.075
5	YER034W	84.485	94.145	59.539
5	YER035W	83.991	94.110	60.612
5	YER037W	83.309	94.417	62.569
5	YER038W-A	82.418	94.855	64.336
5	YER040W	81.694	95.104	65.210
5	YER041W	80.171	95.497	66.355
5	YER042W	78.252	95.862	67.111
5	YER046W	71.257	96.480	70.536
5	YER046W-A	70.927	96.473	70.836
5	tQ(UUG)E1	69.015	96.029	74.115
5	YER048W-A	69.210	95.887	74.491
5	YER049W	69.554	95.725	74.815
5	YER051W	71.486	95.123	75.480
5	YER058W	67.397	96.307	79.534
5	YER059W	66.855	96.371	80.568
5	YER060W	66.373	96.354	82.205
5	YER060W-A	65.949	96.370	83.926
5	YER063W	64.193	97.221	87.660
5	YER066W	61.248	100.542	92.703
5	YER067W	61.584	101.320	93.894
5	YER068W	61.922	101.701	94.496
5	YER069W	62.642	102.261	95.407
5	YER070W	64.374	102.817	97.367
5	YER072W	65.757	101.646	99.175
5	YER073W	66.209	100.337	99.906
5	YER074W	66.465	99.101	100.361
5	YER074W-A	66.804	97.431	100.751
5	YER076W-A	67.681	93.258	100.614
5	YER078W-A	69.187	88.452	99.118
5	YER079W	68.999	88.822	99.215
5	YER080W	69.388	88.089	99.030
5	SRG1	70.866	86.040	98.667
5	YER081W	71.158	85.720	98.635
5	YER084W	74.244	83.122	98.570
5	YER084W-A	74.612	82.863	98.559
5	YER086W	74.612	82.863	98.559
5	YER087W	76.891	81.426	98.439
5	YER088W-B	80.532	79.656	98.078
5	YER090W	82.191	79.002	97.798
5	YER092W	86.291	77.663	96.607
5	YER095W	90.393	77.046	94.578
5	YER096W	90.200	77.602	94.384
5	tE(UUC)E2	89.045	78.599	94.518
5	YER097W	88.353	79.103	94.659
5	YER098W	88.699	78.851	94.584
5	YER100W	86.956	80.514	95.587
5	YER102W	88.011	80.549	96.618
5	YER103W	89.037	80.280	97.143
5	YER104W	90.101	80.032	97.699
5	YER106W	91.707	80.935	99.836
5	YER107W-A	91.397	81.970	100.651
5	YER112W	85.678	90.192	107.252
5	YER117W	80.409	89.879	112.232
5	YER120W	76.937	88.492	114.781
5	YER121W	76.573	88.366	115.019
5	YER123W	74.708	87.769	116.162
5	YER125W	70.765	85.751	117.336
5	YER127W	69.183	83.834	116.443
5	YER128W	68.660	82.856	115.718
5	YER129W	68.116	81.952	114.984
5	YER131W	65.122	79.438	112.385
5	snR4	64.284	79.183	111.920
5	YER133W	63.694	77.701	110.397
5	YER133W-A	67.372	75.637	109.966
5	tV(AAC)E1	68.220	74.835	109.984
5	YER136W	68.684	74.234	110.030
5	YER137W-A	69.366	72.876	110.204
5	SCR1	69.226	73.235	110.150
5	YER138W-A	70.323	67.635	110.759
5	YER140W	71.366	66.504	109.926
5	YER141W	71.834	66.313	109.476
5	YER143W	73.574	66.252	107.690
5	YER146W	78.016	66.563	105.399
5	YER148W	79.315	66.657	105.420
5	YER148W-A	80.136	66.753	105.588
5	YER150W	80.641	66.901	105.834
5	tV(AAC)E2	80.801	67.028	106.041
5	YER152W-A	80.040	67.760	107.217
5	YER154W	78.440	68.398	108.228
5	YER157W	71.446	70.793	111.723
5	YER158W-A	69.123	72.062	112.570
5	YER164W	71.414	74.926	110.583
5	YER165W	68.341	77.793	111.256
5	YER166W	67.051	79.948	111.115
5	YER167W	65.330	84.334	109.884
5	YER169W	63.467	87.335	108.148
5	YER170W	62.223	88.718	106.918
5	YER171W	61.395	89.363	106.008
5	YER173W	61.007	85.908	104.016
5	YER175W-A	60.195	83.602	104.005
5	YER176W	59.723	83.503	104.083
5	YER177W	56.908	84.227	104.598
5	YER178W	56.561	84.362	104.619
5	YER179W	55.684	84.701	104.528
5	YER182W	54.558	85.139	102.544
5	YER185W	55.042	84.577	98.317
5	YER187W	50.804	83.687	97.087
5	YER188W	50.804	83.687	97.087
7	YER189W	107.520	125.175	85.005
7	YER190W	107.603	125.155	84.719
7	YFL068W	107.520	125.175	85.005
7	YFL067W	107.520	125.175	85.005
7	YFL063W	107.520	125.175	85.005
7	YFL062W	107.520	125.175	85.005
7	YFL061W	107.520	125.175	85.005
7	YFL059W	107.520	125.175	85.005
7	YFL058W	107.520	125.175	85.005
7	YFL055W	107.520	125.175	85.005
7	YFL053W	107.520	125.175	85.005
7	YFL052W	107.520	125.175	85.005
7	YFL049W	107.520	125.175	85.005
7	YFL047W	107.520	125.175	85.005
7	YFL046W	107.520	125.175	85.005
7	YFL041W-A	107.520	125.175	85.005
7	YFL041W	107.520	125.175	85.005
7	YFL040W	107.520	125.175	85.005
7	YFL037W	107.520	125.175	85.005
7	YFL036W	107.520	125.175	85.005
7	YFL034W	107.520	125.175	85.005
7	YFL032W	107.520	125.175	85.005
7	YFL031W	107.520	125.175	85.005
7	YFL030W	107.520	125.175	85.005
7	YFL026W	107.520	125.175	85.005
7	YFL023W	107.520	125.175	85.005
7	YFL021W	107.520	125.175	85.005
7	tP(UGG)F	107.520	125.175	85.005
7	YFL017W-A	107.520	125.175	85.005
7	YFL015W-A	107.520	125.175	85.005
7	YFL014W	107.520	125.175	85.005
7	YFL013W-A	107.520	125.175	85.005
7	YFL012W-A	107.520	125.175	85.005
7	YFL012W	107.520	125.175	85.005
7	YFL011W	107.520	125.175	85.005
7	YFL010W-A	107.520	125.175	85.005
7	YFL009W	107.520	125.175	85.005
7	YFL008W	107.520	125.175	85.005
7	YFL007W	107.520	125.175	85.005
7	YFL005W	107.520	125.175	85.005
7	YFL004W	107.520	125.175	85.005
7	YFL002W-A	107.520	125.175	85.005
7	YFL002W-B	107.520	125.175	85.005
7	YFL001W	107.520	125.175	85.005
7	YFR001W	107.520	125.175	85.005
7	YFR002W	107.520	125.175	85.005
7	YFR004W	107.520	125.175	85.005
7	YFR006W	107.520	125.175	85.005
7	YFR007W	107.520	125.175	85.005
7	YFR008W	107.520	125.175	85.005
7	tG(GCC)F1	107.520	125.175	85.005
7	YFR009W	107.520	125.175	85.005
7	YFR009W-A	107.520	125.175	85.005
7	YFR010W	107.520	125.175	85.005
7	YFR010W-A	107.520	125.175	85.005
7	tY(GUA)F1	107.520	125.175	85.005
7	YFR012W	107.520	125.175	85.005
7	YFR012W-A	107.520	125.175	85.005
7	YFR013W	107.520	125.175	85.005
7	YFR019W	107.520	125.175	85.005
7	YFR020W	107.520	125.175	85.005
7	YFR021W	107.520	125.175	85.005
7	YFR022W	107.520	125.175	85.005
7	YFR023W	107.520	125.175	85.005
7	YFR027W	107.520	125.175	85.005
7	YFR029W	107.520	125.175	85.005
7	YFR030W	107.520	125.175	85.005
7	RUF23	107.520	125.175	85.005
7	YFR034W-A	107.520	125.175	85.005
7	YFR036W	107.520	125.175	85.005
7	YFR036W-A	107.520	125.175	85.005
7	YFR038W	107.520	125.175	85.005
7	YFR040W	107.520	125.175	85.005
7	YFR042W	107.520	125.175	85.005
7	YFR045W	107.520	125.175	85.005
7	YFR048W	107.520	125.175	85.005
7	YFR049W	107.520	125.175	85.005
7	YFR052W	107.520	125.175	85.005
7	YFR055W	107.520	125.175	85.005
7	YFR057W	107.520	125.175	85.005
7	YGL263W	107.520	125.175	85.005
7	YGL262W	107.520	125.175	85.005
7	YGL260W	107.520	125.175	85.005
7	YGL259W	107.520	125.175	85.005
7	YGL258W-A	107.520	125.175	85.005
7	YGL258W	107.520	125.175	85.005
7	YGL256W	107.520	125.175	85.005
7	YGL255W	107.520	125.175	85.005
7	YGL254W	107.520	125.175	85.005
7	YGL253W	107.520	125.175	85.005
7	YGL250W	107.520	125.175	85.005
7	YGL249W	107.520	125.175	85.005
7	YGL248W	107.520	125.175	85.005
7	YGL247W	107.520	125.175	85.005
7	YGL245W	107.520	125.175	85.005
7	YGL244W	107.520	125.175	85.005
7	YGL243W	107.520	125.175	85.005
7	YGL241W	107.520	125.175	85.005
7	YGL240W	107.520	125.175	85.005
7	YGL238W	107.520	125.175	85.005
7	YGL235W	107.520	125.175	85.005
7	YGL234W	107.520	125.175	85.005
7	YGL233W	107.520	125.175	85.005
7	YGL232W	107.520	125.175	85.005
7	YGL228W	107.520	125.175	85.005
7	YGL227W	107.520	125.175	85.005
7	YGL226W	107.520	125.175	85.005
7	YGL225W	107.520	125.175	85.005
7	YGL220W	107.520	125.175	85.005
7	YGL218W	107.520	125.175	85.005
7	YGL216W	107.520	125.175	85.005
7	YGL215W	107.520	125.175	85.005
7	YGL214W	107.520	125.175	85.005
7	YGL212W	107.520	125.175	85.005
7	YGL211W	107.520	125.175	85.005
7	YGL210W	107.520	125.175	85.005
7	YGL209W	107.520	125.175	85.005
7	YGL208W	107.520	125.175	85.005
7	YGL207W	107.520	125.175	85.005
7	YGL205W	107.520	125.175	85.005
7	tK(UUU)G1	107.520	125.175	85.005
7	YGL202W	107.520	125.175	85.005
7	tK(CUU)G1	107.520	125.175	85.005
7	YGL198W	107.520	125.175	85.005
7	YGL197W	107.520	125.175	85.005
7	YGL196W	107.520	125.175	85.005
7	YGL195W	107.520	125.175	85.005
7	YGL192W	107.520	125.175	85.005
7	YGL191W	107.520	125.175	85.005
7	YGL181W	107.520	125.175	85.005
7	YGL180W	107.520	125.175	85.005
7	YGL178W	107.520	125.175	85.005
7	YGL177W	107.520	125.175	85.005
7	YGL174W	107.520	125.175	85.005
7	YGL172W	107.520	125.175	85.005
7	YGL171W	107.520	125.175	85.005
7	YGL169W	107.520	125.175	85.005
7	YGL168W	107.520	125.175	85.005
7	YGL166W	107.520	125.175	85.005
7	YGL162W	107.520	125.175	85.005
7	YGL160W	107.520	125.175	85.005
7	YGL159W	107.520	125.175	85.005
7	tL(CAA)G1	107.520	125.175	85.005
7	YGL158W	107.520	125.175	85.005
7	YGL157W	107.520	125.175	85.005
7	YGL156W	107.520	125.175	85.005
7	YGL155W	107.520	125.175	85.005
7	YGL153W	107.520	125.175	85.005
7	YGL151W	107.520	125.175	85.005
7	YGL149W	107.520	125.175	85.005
7	YGL148W	107.520	125.175	85.005
7	YGL145W	107.520	125.175	85.005
7	YGL141W	107.520	125.175	85.005
7	YGL139W	107.520	125.175	85.005
7	YGL137W	107.520	125.175	85.005
7	YGL135W	107.520	125.175	85.005
7	YGL134W	107.520	125.175	85.005
7	YGL133W	107.520	125.175	85.005
7	YGL132W	107.520	125.175	85.005
7	YGL130W	107.520	125.175	85.005
7	YGL126W	107.520	125.175	85.005
7	YGL125W	107.520	125.175	85.005
7	YGL123W	107.520	125.175	85.005
7	YGL119W	107.520	125.175	85.005
7	YGL117W	107.520	125.175	85.005
7	YGL116W	107.520	125.175	85.005
7	YGL115W	107.520	125.175	85.005
7	YGL114W	107.520	125.175	85.005
7	YGL113W	107.520	125.175	85.005
7	YGL111W	107.520	125.175	85.005
7	YGL109W	107.520	125.175	85.005
7	YGL106W	107.520	125.175	85.005
7	YGL105W	107.520	125.175	85.005
7	YGL103W	107.520	125.175	85.005
7	YGL101W	107.520	125.175	85.005
7	YGL100W	107.520	125.175	85.005
7	YGL099W	107.520	125.175	85.005
7	snR82	107.520	125.175	85.005
7	YGL098W	107.520	125.175	85.005
7	tH(GUG)G2	107.520	125.175	85.005
7	YGL097W	107.520	125.175	85.005
7	YGL096W	107.520	125.175	85.005
7	tE(UUC)G1	107.520	125.175	85.005
7	YGL093W	107.520	125.175	85.005
7	YGL092W	107.520	125.175	85.005
7	YGL090W	107.520	125.175	85.005
7	YGL088W	107.520	125.175	85.005
7	snR10	107.520	125.175	85.005
7	YGL086W	107.520	125.175	85.005
7	YGL085W	107.520	125.175	85.005
7	YGL083W	107.520	125.175	85.005
7	YGL082W	107.520	125.175	85.005
7	YGL081W	107.520	125.175	85.005
7	YGL080W	107.520	125.175	85.005
7	YGL079W	107.520	125.175	85.005
7	YGL073W	107.520	125.175	85.005
7	YGL071W	107.520	125.175	85.005
7	YGL068W	107.520	125.175	85.005
7	YGL067W	107.520	125.175	85.005
7	YGL066W	107.520	125.175	85.005
7	YGL063W	107.520	125.175	85.005
7	YGL062W	107.520	125.175	85.005
7	YGL060W	107.520	125.175	85.005
7	YGL059W	107.520	125.175	85.005
7	YGL058W	107.520	125.175	85.005
7	YGL055W	107.520	125.175	85.005
7	YGL053W	107.520	125.175	85.005
7	YGL052W	107.520	125.175	85.005
7	YGL051W	107.520	125.175	85.005
7	tR(UCU)G1	107.520	125.175	85.005
7	YGL050W	107.520	125.175	85.005
7	YGL047W	107.520	125.175	85.005
7	YGL045W	107.520	125.175	85.005
7	YGL043W	107.520	125.175	85.005
7	YGL041W-A	107.520	125.175	85.005
7	tL(CAA)G2	107.520	125.175	85.005
7	YGL039W	107.520	125.175	85.005
7	YGL036W	107.520	125.175	85.005
7	YGL033W	107.520	125.175	85.005
7	YGL030W	107.520	125.175	85.005
7	YGL029W	107.520	125.175	85.005
7	YGL024W	107.520	125.175	85.005
7	YGL022W	107.520	125.175	85.005
7	YGL021W	107.520	125.175	85.005
7	YGL019W	107.520	125.175	85.005
7	YGL017W	107.520	125.175	85.005
7	YGL016W	107.520	125.175	85.005
7	YGL014W	107.520	125.175	85.005
7	YGL012W	107.520	125.175	85.005
7	YGL010W	107.520	125.175	85.005
7	YGL007W	107.520	125.175	85.005
7	YGL006W-A	107.520	125.175	85.005
7	YGL006W	107.520	125.175	85.005
7	YGL002W	107.520	125.175	85.005
7	YGR003W	107.520	125.175	85.005
7	YGR004W	107.520	125.175	85.005
7	YGR006W	107.520	125.175	85.005
7	YGR007W	107.520	125.175	85.005
7	YGR010W	107.520	125.175	85.005
7	YGR011W	107.520	125.175	85.005
7	YGR012W	107.520	125.175	85.005
7	YGR013W	107.520	125.175	85.005
7	YGR014W	107.520	125.175	85.005
7	YGR016W	107.520	125.175	85.005
7	YGR017W	107.520	125.175	85.005
7	YGR019W	107.520	125.175	85.005
7	YGR021W	107.520	125.175	85.005
7	YGR023W	107.520	125.175	85.005
7	tD(GUC)G1	107.520	125.175	85.005
7	YGR025W	107.520	125.175	85.005
7	YGR026W	107.520	125.175	85.005
7	YGR027W-A	107.520	125.175	85.005
7	YGR027W-B	107.520	125.175	85.005
7	tE(UUC)G3	107.520	125.175	85.005
7	YGR028W	107.520	125.175	85.005
7	YGR029W	107.520	125.175	85.005
7	snR46	107.520	125.175	85.005
7	YGR031W	107.520	125.175	85.005
7	YGR032W	107.520	125.175	85.005
7	YGR034W	107.520	125.175	85.005
7	YGR035W-A	107.520	125.175	85.005
7	YGR038W	107.520	125.175	85.005
7	YGR039W	106.885	126.013	86.862
7	YGR040W	106.757	126.272	87.195
7	YGR041W	106.393	127.335	88.448
7	YGR042W	106.346	128.309	89.513
7	YGR046W	107.855	130.532	91.476
7	YGR048W	109.299	132.165	92.851
7	YGR049W	109.158	132.640	93.427
7	YGR052W	108.069	133.571	94.810
7	YGR054W	106.223	134.275	96.421
7	YGR055W	105.137	134.265	97.477
7	YGR056W	103.806	133.482	99.016
7	YGR058W	102.502	130.678	101.181
7	YGR059W	102.307	129.554	101.768
7	snR48	102.260	128.014	102.405
7	YGR060W	102.327	127.226	102.660
7	YGR064W	104.184	122.137	103.651
7	YGR068W-A	106.445	124.067	106.449
7	YGR069W	106.704	124.843	107.133
7	YGR070W	106.704	124.843	107.133
7	YGR072W	106.486	125.037	109.814
7	YGR074W	106.013	124.121	110.514
7	YGR079W	104.976	121.627	111.003
7	YGR080W	104.726	120.864	110.777
7	YGR082W	104.439	119.835	110.207
7	YGR088W	99.541	115.266	108.200
7	YGR089W	98.471	114.808	108.274
7	tT(UGU)G1	97.849	114.098	108.855
7	YGR090W	97.849	114.098	108.855
7	YGR091W	100.564	114.514	109.594
7	YGR092W	102.673	114.931	110.257
7	YGR093W	103.898	115.191	110.743
7	YGR094W	105.875	115.639	111.699
7	YGR096W	109.263	116.510	113.787
7	YGR097W	110.780	116.961	114.662
7	YGR099W	117.119	119.008	117.454
7	YGR100W	118.182	118.568	117.754
7	YGR101W	118.303	117.422	117.645
7	YGR103W	117.899	115.994	117.323
7	YGR105W	116.520	112.737	116.513
7	tL(GAG)G	115.734	111.148	116.140
7	YGR107W	114.885	109.586	115.789
7	YGR108W	114.436	108.815	115.622
7	YGR109W-A	112.936	106.414	115.268
7	YGR109W-B	112.936	106.414	115.268
7	YGR110W	113.151	107.027	116.606
7	YGR111W	113.655	107.963	117.288
7	YGR112W	113.981	108.857	117.955
7	YGR113W	114.023	109.605	118.562
7	YGR116W	113.782	110.206	119.108
7	YGR118W	109.688	111.087	120.761
7	tN(GUU)G	106.737	109.427	120.935
7	YGR121W-A	106.210	108.494	120.773
7	YGR122W	106.072	108.138	120.697
7	tR(UCU)G3	105.620	106.069	120.169
7	tI(AAU)G	105.127	103.066	119.252
7	YGR124W	105.127	103.066	119.252
7	YGR125W	104.796	100.949	118.506
7	YGR126W	104.358	98.025	117.341
7	YGR127W	104.232	97.213	117.029
7	YGR129W	103.757	94.523	116.236
7	YGR131W	102.984	91.091	115.907
7	YGR133W	102.748	90.283	116.014
7	YGR134W	102.602	89.910	116.156
7	YGR135W	102.175	89.648	117.096
7	YGR136W	102.076	89.872	117.491
7	YGR137W	102.031	90.034	117.710
7	YGR139W	101.786	92.027	119.607
7	YGR140W	101.748	92.717	120.197
7	YGR141W	101.755	95.484	122.540
7	YGR142W	101.797	96.178	123.121
7	tA(AGC)G	101.931	97.570	124.280
7	YGR143W	102.076	98.616	125.139
7	tG(UCC)G	102.973	101.832	127.255
7	YGR144W	102.973	101.832	127.255
7	YGR145W	103.436	102.932	127.787
7	YGR149W	106.721	108.498	130.192
7	tA(UGC)G	108.201	110.508	132.960
7	YGR153W	108.853	111.307	134.809
7	YGR155W	109.406	112.264	135.835
7	YGR156W	109.778	113.170	135.987
7	YGR157W	109.940	113.670	135.840
7	YGR160W	110.810	116.628	133.192
7	YGR161W-C	111.920	117.476	132.531
7	YGR161W-A	112.697	117.624	132.577
7	YGR161W-B	112.697	117.624	132.577
7	tV(AAC)G2	116.803	114.051	136.414
7	YGR162W	116.308	113.062	136.840
7	YGR163W	114.586	110.730	137.929
7	YGR164W	114.070	110.159	138.325
7	YGR165W	113.809	109.890	138.537
7	YGR166W	113.014	109.147	139.233
7	YGR167W	112.473	108.707	139.745
7	YGR170W	109.509	107.021	142.729
7	YGR173W	107.538	106.259	142.343
7	tG(GCC)G1	107.146	106.199	140.894
7	YGR174W-A	106.963	106.090	140.315
7	YGR176W	106.490	105.648	139.294
7	YGR181W	102.969	100.349	136.667
7	YGR186W	101.495	94.316	133.510
7	tK(CUU)G3	102.278	88.815	129.117
7	YGR191W	102.738	86.345	126.547
7	YGR195W	103.044	81.910	120.671
7	YGR198W	103.738	78.084	118.910
7	YGR199W	104.214	76.671	119.172
7	YGR203W	105.417	77.564	122.893
7	YGR204W	105.417	77.564	122.893
7	YGR205W	106.044	79.460	125.934
7	YGR206W	106.120	79.691	126.318
7	YGR208W	106.345	80.376	127.476
7	YGR211W	106.917	82.139	130.603
7	YGR212W	107.022	82.891	132.178
7	YGR214W	106.639	83.837	134.937
7	YGR215W	106.253	84.097	136.121
7	YGR217W	105.314	84.339	138.095
7	YGR218W	101.476	83.403	139.815
7	YGR219W	99.691	82.291	138.001
7	YGR222W	98.430	81.856	137.374
7	YGR224W	97.483	82.082	138.061
7	YGR225W	96.848	82.958	140.024
7	YGR227W	96.605	83.478	140.944
7	YGR228W	96.319	84.110	141.612
7	YGR230W	96.025	84.801	141.548
7	YGR232W	95.839	85.274	140.778
7	YGR234W	95.632	85.432	136.649
7	YGR242W	98.207	76.696	127.087
7	YGR243W	98.394	76.527	126.492
7	YGR247W	98.323	77.998	126.837
7	YGR248W	98.120	78.545	127.505
