chrom	locus	3D_x	3D_y	3D_z
4	YDR316W-A	137.037	17.805	134.759
4	YDR316W-B	137.037	17.805	134.759
4	YDR317W	133.548	19.407	132.494
4	YDR318W	132.397	20.087	131.444
4	YDR320W-B	129.811	21.256	128.966
4	YDR321W	129.811	21.256	128.966
4	YDR322W	128.652	21.252	128.060
4	YDR325W	124.859	19.325	125.972
4	YDR327W	120.202	21.666	124.239
4	YDR330W	119.207	22.928	124.212
4	YDR331W	118.829	23.308	124.457
4	YDR332W	118.615	23.405	124.900
4	YDR334W	119.061	21.751	127.744
4	YDR335W	120.440	19.087	131.122
4	YDR336W	121.915	16.951	133.647
4	YDR337W	122.464	16.289	134.435
4	YDR340W	123.317	15.985	135.244
4	YDR347W	118.882	17.886	127.905
4	tM(CAU)D	119.968	13.565	129.228
4	YDR351W	120.461	12.494	129.973
4	YDR352W	120.350	12.356	130.462
4	YDR353W	120.017	12.783	130.473
4	YDR354W	119.700	13.230	130.414
4	YDR356W	119.156	14.034	130.298
4	YDR358W	118.462	15.267	130.924
4	YDR360W	119.081	14.944	133.339
4	YDR363W	119.733	13.545	136.576
4	tK(CUU)D1	119.164	12.784	138.084
4	YDR363W-A	118.969	12.634	138.360
4	YDR365W-B	115.838	11.320	140.510
4	YDR365W-A	115.838	11.320	140.510
4	YDR367W	112.676	11.974	140.021
4	YDR368W	112.299	12.364	139.574
4	YDR371W	111.109	15.248	136.291
4	YDR373W	111.212	17.286	134.147
4	YDR374W-A	111.574	18.513	132.914
4	YDR376W	112.012	19.497	131.916
4	YDR377W	112.296	19.885	131.479
4	YDR379W	112.542	19.974	131.308
4	YDR380W	113.015	18.744	132.160
4	YDR381W	113.126	17.138	133.382
4	YDR382W	112.793	15.775	133.960
4	YDR385W	111.729	15.143	133.208
4	YDR386W	110.281	15.335	131.415
4	YDR388W	108.529	14.795	128.976
4	YDR389W	107.675	13.725	127.655
4	YDR392W	105.955	9.724	125.609
4	YDR393W	105.356	8.900	125.622
4	YDR394W	104.668	8.192	125.868
4	YDR395W	103.611	7.425	126.562
4	YDR396W	101.742	6.627	128.211
4	YDR398W	101.059	6.420	128.720
4	YDR399W	99.232	6.009	129.778
4	YDR400W	98.453	5.887	130.115
4	YDR401W	97.647	5.790	130.403
4	YDR403W	95.511	5.652	130.909
4	YDR405W	93.286	5.708	131.208
4	YDR406W	92.678	5.838	131.293
4	YDR406W-A	93.143	6.771	131.277
4	YDR409W	96.122	8.897	130.644
4	YDR412W	97.873	12.188	129.374
4	YDR416W	98.853	15.390	127.979
4	YDR418W	99.672	17.713	126.825
4	YDR419W	100.110	18.847	126.214
4	tS(AGA)D3	100.884	20.684	125.155
4	YDR420W	101.220	21.294	124.784
4	YDR421W	103.427	22.425	123.896
4	YDR425W	106.287	18.559	124.848
4	YDR427W	106.179	17.205	124.855
4	YDR431W	104.179	13.144	123.926
4	YDR432W	104.083	13.036	123.794
4	YDR433W	104.004	12.967	123.652
4	YDR434W	103.863	12.989	123.176
4	YDR436W	104.204	14.727	121.521
4	YDR437W	104.699	16.628	120.487
4	YDR438W	104.873	17.418	120.170
4	YDR439W	105.034	18.223	119.910
4	YDR440W	105.434	20.738	119.463
4	YDR442W	105.707	23.377	119.513
4	YDR444W	105.160	25.485	120.040
4	YDR446W	104.076	24.821	120.480
4	YDR448W	102.815	23.322	120.896
4	YDR450W	101.623	22.374	121.216
4	YDR452W	101.611	23.293	121.115
4	YDR456W	102.497	26.325	120.656
4	YDR457W	102.470	27.007	120.707
4	YDR460W	95.451	19.841	123.366
4	YDR461W	94.739	19.284	123.435
4	YDR462W	94.090	18.778	123.468
4	YDR463W	93.586	18.360	123.453
4	YDR464W	93.016	17.790	123.281
4	YDR466W	94.808	18.200	121.628
4	YDR469W	96.951	18.581	120.170
4	YDR471W	97.504	17.618	119.357
4	snR13	97.487	17.059	119.139
4	YDR472W	97.441	16.735	119.040
4	YDR477W	97.416	13.500	117.352
4	YDR478W	98.253	14.410	116.871
4	YDR480W	99.786	16.454	116.338
4	YDR483W	101.320	18.878	116.560
4	YDR484W	102.066	20.271	117.102
4	YDR489W	104.703	26.072	119.851
4	YDR492W	106.225	29.228	119.931
4	YDR493W	106.624	29.975	119.803
4	YDR494W	107.022	30.594	119.617
4	YDR499W	110.832	29.726	114.473
4	YDR501W	110.403	28.818	113.784
4	YDR509W	103.959	21.192	116.596
4	YDR510W	103.794	19.850	116.609
4	YDR511W	103.747	19.402	116.603
4	YDR513W	103.665	18.506	116.575
4	YDR515W	103.527	16.259	116.417
4	YDR517W	103.380	13.221	115.899
4	YDR518W	103.183	12.110	115.469
4	YDR519W	102.766	10.834	114.683
4	YDR521W	101.999	9.570	113.360
4	YDR524W-C	99.825	8.612	109.359
4	YDR525W	99.754	8.738	109.136
4	YDR525W-A	99.699	8.894	108.928
4	YDR527W	99.660	9.079	108.735
4	YDR528W	99.842	11.213	107.795
4	YDR531W	100.423	14.166	107.664
4	YDR536W	100.549	20.575	111.683
4	YDR538W	100.041	20.680	112.126
4	YDR539W	99.810	20.444	112.054
4	YDR542W	96.808	12.737	108.283
4	YDR545W	96.467	11.032	107.794
5	YEL077W-A	84.475	133.681	76.539
5	YEL075W-A	85.390	130.478	75.311
5	YEL074W	85.628	129.655	75.010
5	YEL072W	87.658	123.380	73.601
5	YEL071W	88.556	120.816	73.426
5	YEL070W	89.287	118.210	73.266
5	YEL066W	90.189	112.154	72.866
5	YEL065W	90.198	111.595	72.864
5	YEL062W	89.153	112.505	73.737
5	YEL059W	86.254	117.588	73.017
5	YEL058W	85.819	117.995	72.492
5	YEL056W	84.190	119.138	70.104
5	YEL053W-A	81.196	121.256	66.085
5	YEL052W	79.419	122.555	63.871
5	YEL051W	78.669	122.973	62.528
5	YEL050W-A	78.387	123.066	61.825
5	snR67	78.010	123.021	60.358
5	snR53	78.010	123.021	60.358
5	YEL049W	77.882	122.667	58.808
5	YEL044W	78.845	119.819	54.507
5	YEL043W	78.983	119.522	54.314
5	YEL042W	80.189	117.146	53.549
5	YEL041W	81.015	115.639	53.495
5	YEL040W	81.595	114.562	53.235
5	YEL038W	81.898	113.942	52.510
5	YEL034W	81.108	115.109	49.743
5	YEL033W	80.960	115.371	49.412
5	tS(AGA)E	80.817	115.642	49.094
5	YEL032W	80.679	115.922	48.788
5	YEL031W	79.846	118.157	46.996
5	YEL030W	79.184	121.289	45.693
5	YEL028W	79.091	123.896	44.718
5	tM(CAU)E	79.307	124.271	44.246
5	YEL027W	79.529	124.336	43.899
5	YEL026W	79.811	124.253	43.525
5	YEL024W	82.199	121.917	40.976
5	YEL022W	83.760	121.280	38.537
5	YEL021W	85.093	122.347	35.237
5	YEL020W-A	85.417	122.583	34.561
5	YEL018W	87.411	122.447	32.411
5	YEL017W	88.578	121.757	31.925
5	YEL015W	90.615	120.120	31.644
5	YEL013W	92.408	118.756	31.419
5	YEL012W	94.633	117.244	31.065
5	YEL011W	95.393	116.771	30.927
5	YEL010W	97.997	115.341	30.331
5	tR(UCU)E	99.044	115.021	29.802
5	YEL008W	99.677	115.140	29.111
5	YEL007W	99.880	115.518	28.487
5	YEL006W	99.701	116.697	27.243
5	YEL004W	98.963	118.272	25.914
5	YEL003W	98.561	118.846	25.453
5	YER001W	95.291	121.357	23.692
5	YER002W	92.582	122.278	23.328
5	YER004W	91.231	122.302	23.648
5	YER005W	90.855	122.153	23.918
5	YER006W	90.387	121.586	24.703
5	YER007W	90.297	120.656	25.813
5	YER009W	89.974	116.530	30.987
5	YER011W	89.189	115.107	33.128
5	tE(UUC)E1	88.575	114.200	34.577
5	YER012W	88.295	113.745	35.309
5	YER013W	88.032	113.288	36.046
5	YER014W	87.253	111.678	38.661
5	YER015W	86.907	110.750	40.183
5	YER016W	86.236	108.974	43.275
5	YER019W	85.229	107.247	46.821
5	YER020W	84.695	106.572	48.420
5	YER021W	84.328	105.873	49.889
5	YER022W	84.347	105.070	51.084
5	YER023W	84.754	104.161	52.003
5	YER024W	85.102	103.668	52.360
5	YER025W	87.056	101.737	53.080
5	tH(GUG)E1	88.059	100.571	53.412
5	YER030W	88.100	97.112	55.209
5	YER032W	87.414	96.256	55.845
5	YER034W	84.312	94.115	59.888
5	YER035W	84.148	94.103	60.245
5	YER037W	83.162	94.506	62.954
5	YER038W-A	82.193	94.939	64.643
5	YER040W	81.421	95.185	65.470
5	YER041W	79.819	95.572	66.537
5	YER042W	77.820	95.931	67.215
5	YER046W	71.593	96.482	70.248
5	YER046W-A	71.257	96.480	70.536
5	tQ(UUG)E1	69.094	95.960	74.310
5	YER048W-A	69.094	95.960	74.310
5	YER049W	69.363	95.808	74.659
5	YER051W	71.071	95.236	75.402
5	YER058W	67.199	96.335	79.860
5	YER059W	67.019	96.357	80.205
5	YER060W	66.468	96.369	81.768
5	YER060W-A	66.069	96.348	83.508
5	YER063W	64.413	97.084	87.323
5	YER066W	61.235	100.344	92.407
5	YER067W	61.458	101.128	93.595
5	YER068W	61.739	101.511	94.195
5	YER069W	62.919	102.431	95.709
5	YER070W	64.582	102.776	97.619
5	YER072W	65.885	101.364	99.368
5	YER073W	66.111	100.710	99.734
5	YER074W	66.549	98.683	100.482
5	YER074W-A	66.719	97.849	100.677
5	YER076W-A	67.771	92.841	100.513
5	YER078W-A	68.999	88.822	99.215
5	YER079W	69.187	88.452	99.118
5	YER080W	69.602	87.731	98.949
5	SRG1	70.588	86.365	98.707
5	YER081W	70.866	86.040	98.667
5	YER084W	73.879	83.387	98.579
5	YER084W-A	74.244	83.122	98.570
5	YER086W	74.984	82.609	98.546
5	YER087W	76.503	81.651	98.466
5	YER088W-B	80.948	79.486	98.019
5	YER090W	82.603	78.849	97.711
5	YER092W	86.698	77.553	96.450
5	YER095W	90.431	77.122	94.513
5	YER096W	90.316	77.456	94.397
5	tE(UUC)E2	88.699	78.851	94.584
5	YER097W	88.699	78.851	94.584
5	YER098W	88.353	79.103	94.659
5	YER100W	86.958	80.433	95.461
5	YER102W	87.746	80.601	96.454
5	YER103W	88.657	80.389	96.962
5	YER104W	90.396	79.996	97.887
5	YER106W	91.674	81.158	100.038
5	YER107W-A	91.245	82.288	100.858
5	YER112W	85.924	90.005	106.978
5	YER117W	80.075	89.730	112.500
5	YER120W	77.297	88.621	114.540
5	YER121W	76.206	88.242	115.253
5	YER123W	74.326	87.656	116.381
5	YER125W	71.034	85.980	117.369
5	YER127W	69.001	83.515	116.220
5	YER128W	68.485	82.541	115.468
5	YER129W	67.922	81.677	114.751
5	YER131W	64.849	79.340	112.224
5	snR4	64.570	79.255	112.069
5	YER133W	63.916	77.551	110.330
5	YER133W-A	67.049	75.878	109.974
5	tV(AAC)E1	67.958	75.115	109.971
5	YER136W	68.462	74.541	110.004
5	YER137W-A	69.226	73.235	110.150
5	SCR1	69.366	72.876	110.204
5	YER138W-A	70.459	67.388	110.674
5	YER140W	71.154	66.634	110.118
5	YER141W	72.091	66.252	109.218
5	YER143W	73.886	66.273	107.404
5	YER146W	77.693	66.539	105.441
5	YER148W	79.623	66.683	105.468
5	YER148W-A	79.897	66.715	105.523
5	YER150W	80.739	66.962	105.933
5	tV(AAC)E2	80.829	67.099	106.157
5	YER152W-A	79.787	67.877	107.403
5	YER154W	78.817	68.262	108.013
5	YER157W	71.045	70.922	111.896
5	YER158W-A	69.223	72.119	112.501
5	YER164W	71.055	75.172	110.701
5	YER165W	68.097	78.130	111.261
5	YER166W	67.237	79.566	111.167
5	YER167W	65.505	83.961	110.037
5	YER169W	63.229	87.630	107.916
5	YER170W	61.989	88.932	106.675
5	YER171W	61.575	89.255	106.219
5	YER173W	61.042	85.542	103.985
5	YER175W-A	60.392	83.697	103.976
5	YER176W	59.972	83.537	104.041
5	YER177W	57.284	84.082	104.551
5	YER178W	56.241	84.485	104.615
5	YER179W	55.447	84.793	104.446
5	YER182W	54.546	85.143	102.859
5	YER185W	54.931	84.519	98.082
5	YER187W	51.791	83.834	97.020
5	YER188W	49.817	83.541	97.153
6	YFL068W	116.114	53.613	55.000
6	YFL067W	115.150	53.660	54.738
6	YFL063W	111.728	53.827	53.809
6	YFL062W	110.530	53.984	53.453
6	YFL061W	108.840	54.852	52.751
6	YFL059W	108.236	55.843	52.291
6	YFL058W	108.058	56.803	51.950
6	YFL055W	108.493	60.108	51.126
6	YFL053W	109.057	65.851	50.907
6	YFL052W	109.233	69.872	51.321
6	YFL049W	110.927	77.529	50.120
6	YFL047W	112.346	79.847	48.980
6	YFL046W	113.689	81.131	47.967
6	YFL041W-A	117.161	83.457	45.648
6	YFL041W	117.446	83.721	45.503
6	YFL040W	118.759	85.220	44.982
6	YFL037W	120.887	88.992	44.814
6	YFL036W	121.973	90.712	44.464
6	YFL034W	125.308	93.754	41.571
6	YFL032W	129.499	96.488	34.670
6	YFL031W	129.499	96.488	34.670
6	YFL030W	130.003	97.034	33.090
6	YFL026W	129.759	99.057	29.169
6	YFL023W	125.728	101.660	25.942
6	YFL021W	122.589	100.478	27.485
6	tP(UGG)F	119.959	98.227	28.279
6	YFL017W-A	119.379	97.341	27.869
6	YFL015W-A	118.818	96.074	26.728
6	YFL014W	118.638	95.820	26.412
6	YFL013W-A	118.545	95.732	26.277
6	YFL012W-A	118.153	95.646	25.889
6	YFL012W	118.051	95.690	25.830
6	YFL011W	117.622	96.131	25.746
6	YFL010W-A	117.043	97.276	25.984
6	YFL009W	116.828	97.849	26.105
6	YFL008W	116.486	99.573	25.739
6	YFL007W	116.880	101.013	23.814
6	YFL005W	119.119	102.856	19.773
6	YFL004W	119.745	103.303	19.561
6	YFL002W-A	122.221	104.919	20.885
6	YFL002W-B	122.221	104.919	20.885
6	YFL001W	120.712	102.887	25.648
6	YFR001W	120.031	102.168	26.086
6	YFR002W	119.733	101.851	26.079
6	YFR004W	118.914	100.965	24.870
6	YFR006W	118.529	100.518	23.035
6	YFR007W	118.058	99.735	21.701
6	YFR008W	117.929	99.460	21.692
6	tG(GCC)F1	117.741	99.006	21.986
6	YFR009W	117.680	98.843	22.167
6	YFR009W-A	117.500	98.320	22.956
6	YFR010W	117.383	97.943	23.689
6	YFR010W-A	117.244	97.338	24.745
6	tY(GUA)F1	117.188	96.910	25.263
6	YFR012W	117.172	96.688	25.467
6	YFR012W-A	117.161	96.228	25.764
6	YFR013W	117.180	95.748	25.912
6	YFR019W	119.753	88.013	17.746
6	YFR020W	121.847	83.967	12.108
6	YFR021W	122.556	82.535	10.495
6	YFR022W	123.117	81.299	9.374
6	YFR023W	123.894	79.223	8.218
6	YFR027W	125.358	73.266	8.115
6	YFR029W	125.259	71.619	9.506
6	YFR030W	124.778	71.172	11.075
6	RUF23	122.246	71.973	17.717
6	YFR034W-A	120.963	72.724	21.510
6	YFR036W	120.667	72.861	22.306
6	YFR036W-A	120.515	72.918	22.691
6	YFR038W	119.868	73.069	24.142
6	YFR040W	118.207	72.958	26.896
6	YFR042W	116.533	72.098	28.458
6	YFR045W	115.634	70.720	28.111
6	YFR048W	115.068	68.396	26.082
6	YFR049W	115.072	66.734	24.675
6	YFR052W	115.747	63.913	22.868
6	YFR055W	118.249	58.588	16.890
6	YFR057W	117.935	58.872	13.041
7	YGL263W	76.442	75.347	116.244
7	YGL262W	78.435	75.497	116.285
7	YGL260W	79.702	75.681	116.317
7	YGL259W	80.854	75.968	116.354
7	YGL258W-A	81.213	76.086	116.367
7	YGL258W	82.521	76.674	116.426
7	YGL256W	84.531	78.399	116.570
7	YGL255W	85.354	81.540	117.761
7	YGL254W	85.064	82.327	118.355
7	YGL253W	84.577	83.114	119.069
7	YGL250W	80.667	86.592	123.919
7	YGL249W	80.151	86.895	124.590
7	YGL248W	78.842	87.513	126.317
7	YGL247W	78.085	87.659	127.279
7	YGL245W	77.142	87.486	128.383
7	YGL244W	76.069	86.680	129.477
7	YGL243W	75.296	85.562	130.124
7	YGL241W	74.592	84.050	130.578
7	YGL240W	73.373	82.172	131.402
7	YGL238W	72.899	81.742	131.756
7	YGL235W	69.369	81.201	134.683
7	YGL234W	68.846	81.369	135.196
7	YGL233W	68.206	81.840	136.150
7	YGL232W	68.698	82.503	136.674
7	YGL228W	72.538	83.767	135.921
7	YGL227W	73.886	83.887	135.167
7	YGL226W	75.972	83.393	132.931
7	YGL225W	77.176	82.439	130.357
7	YGL220W	78.333	82.660	126.897
7	YGL218W	78.452	82.958	126.366
7	YGL216W	78.578	83.556	125.625
7	YGL215W	79.038	84.499	124.259
7	YGL214W	79.648	84.649	123.400
7	YGL212W	80.263	84.511	122.784
7	YGL211W	80.749	84.299	122.386
7	YGL210W	81.591	83.802	121.809
7	YGL209W	82.825	82.887	121.113
7	YGL208W	83.455	82.320	120.787
7	YGL207W	83.767	81.910	120.653
7	YGL205W	79.706	82.582	123.481
7	tK(UUU)G1	75.220	85.988	126.990
7	YGL202W	74.948	86.247	127.207
7	tK(CUU)G1	70.926	87.694	129.222
7	YGL198W	70.225	87.599	129.399
7	YGL197W	69.503	87.419	129.542
7	YGL196W	67.090	85.737	129.357
7	YGL195W	67.130	85.176	128.981
7	YGL192W	73.022	81.284	124.124
7	YGL191W	75.281	80.719	122.755
7	YGL181W	74.134	83.510	124.102
7	YGL180W	73.156	84.700	124.590
7	YGL178W	71.127	90.223	124.457
7	YGL177W	71.127	90.223	124.457
7	YGL174W	73.405	90.507	123.033
7	YGL172W	76.938	87.293	120.903
7	YGL171W	77.765	86.134	119.912
7	YGL169W	78.755	84.062	117.865
7	YGL168W	78.877	83.390	116.996
7	YGL166W	78.280	82.653	115.169
7	YGL162W	74.007	84.442	112.570
7	YGL160W	72.539	85.746	112.340
7	YGL159W	71.536	86.985	112.473
7	tL(CAA)G1	70.313	89.162	113.192
7	YGL158W	69.737	90.279	113.698
7	YGL157W	68.921	91.695	114.443
7	YGL156W	68.274	92.701	115.055
7	YGL155W	66.646	94.862	116.657
7	YGL153W	65.533	96.166	117.825
7	YGL151W	65.275	96.540	118.150
7	YGL149W	67.556	96.211	117.385
7	YGL148W	68.122	95.871	116.957
7	YGL145W	68.920	94.889	115.441
7	YGL141W	65.128	93.679	112.099
7	YGL139W	67.648	92.811	112.490
7	YGL137W	70.801	92.401	112.382
7	YGL135W	72.808	92.310	110.058
7	YGL134W	73.111	92.325	109.261
7	YGL133W	73.824	92.218	107.801
7	YGL132W	75.780	91.393	105.578
7	YGL130W	78.735	89.573	104.173
7	YGL126W	80.017	89.146	103.431
7	YGL125W	79.739	89.576	103.331
7	YGL123W	77.083	92.556	103.313
7	YGL119W	73.425	97.716	103.271
7	YGL117W	71.627	100.267	103.490
7	YGL116W	70.963	100.822	103.768
7	YGL115W	70.088	101.217	104.307
7	YGL114W	69.438	101.254	104.839
7	YGL113W	68.356	100.878	105.884
7	YGL111W	66.418	100.221	106.384
7	YGL109W	64.473	99.787	105.344
7	YGL106W	62.780	99.503	103.482
7	YGL105W	62.407	99.405	102.819
7	YGL103W	62.064	99.022	100.493
7	YGL101W	62.241	98.902	99.828
7	YGL100W	62.540	98.777	99.162
7	YGL099W	63.217	98.581	98.163
7	snR82	64.719	98.381	96.693
7	YGL098W	65.025	98.392	96.470
7	tH(GUG)G2	66.566	98.712	95.722
7	YGL097W	67.814	99.286	95.564
7	YGL096W	70.019	100.965	96.214
7	tE(UUC)G1	71.440	102.866	96.941
7	YGL093W	71.997	107.978	97.418
7	YGL092W	71.884	110.455	97.230
7	YGL090W	73.891	113.977	96.570
7	YGL088W	75.678	115.147	96.180
7	snR10	75.678	115.147	96.180
7	YGL086W	76.366	115.550	96.120
7	YGL085W	77.856	116.407	96.312
7	YGL083W	79.386	117.243	97.404
7	YGL082W	80.223	117.600	99.018
7	YGL081W	80.657	117.558	99.688
7	YGL080W	80.982	117.431	100.020
7	YGL079W	81.336	117.226	100.262
7	YGL073W	85.362	113.034	98.722
7	YGL071W	85.812	113.158	97.756
7	YGL068W	85.644	114.457	96.761
7	YGL067W	85.504	115.020	96.413
7	YGL066W	85.368	115.621	95.848
7	YGL063W	85.704	115.094	93.072
7	YGL062W	86.008	114.230	92.249
7	YGL060W	86.005	112.297	89.705
7	YGL059W	85.351	112.328	88.848
7	YGL058W	84.325	112.817	88.082
7	YGL055W	81.422	115.020	86.468
7	YGL053W	79.332	117.366	84.815
7	YGL052W	78.890	118.003	84.368
7	YGL051W	78.890	118.003	84.368
7	tR(UCU)G1	78.107	119.322	83.430
7	YGL050W	77.946	119.617	83.185
7	YGL047W	77.396	120.961	80.141
7	YGL045W	77.886	120.416	78.549
7	YGL043W	79.183	118.811	76.206
7	YGL041W-A	79.828	118.111	75.242
7	tL(CAA)G2	81.774	116.287	72.813
7	YGL039W	82.313	115.840	72.238
7	YGL036W	84.982	113.914	69.847
7	YGL033W	89.913	111.325	66.903
7	YGL030W	92.530	110.126	65.553
7	YGL029W	93.262	109.780	65.143
7	YGL024W	100.195	107.268	60.562
7	YGL022W	101.810	107.650	59.360
7	YGL021W	103.377	108.541	58.146
7	YGL019W	105.120	109.805	56.542
7	YGL017W	106.161	110.529	55.317
7	YGL016W	106.878	111.008	54.316
7	YGL014W	108.718	112.118	50.909
7	YGL012W	111.558	112.560	45.357
7	YGL010W	112.650	112.323	43.393
7	YGL007W	115.694	113.848	37.657
7	YGL006W-A	116.312	114.923	36.387
7	YGL006W	116.449	115.209	36.112
7	YGL002W	117.203	119.781	35.827
7	YGR003W	116.510	121.185	38.816
7	YGR004W	116.013	120.572	40.655
7	YGR006W	115.443	119.095	42.630
7	YGR007W	115.259	118.688	43.301
7	YGR010W	114.541	118.316	46.330
7	YGR011W	114.407	118.558	47.006
7	YGR012W	114.343	118.723	47.344
7	YGR013W	114.165	119.397	48.360
7	YGR014W	113.892	120.892	50.037
7	YGR016W	113.257	124.421	53.508
7	YGR017W	113.075	125.434	54.401
7	YGR019W	112.952	126.121	54.984
7	YGR021W	112.641	127.817	56.463
7	YGR023W	112.391	129.125	57.695
7	tD(GUC)G1	112.139	130.391	58.969
7	YGR025W	112.013	131.008	59.623
7	YGR026W	111.949	131.312	59.953
7	YGR027W-A	111.565	133.071	61.998
7	YGR027W-B	111.565	133.071	61.998
7	tE(UUC)G3	110.678	135.775	66.522
7	YGR028W	110.678	135.775	66.522
7	YGR029W	110.427	136.263	67.749
7	snR46	110.076	136.790	69.440
7	YGR031W	109.904	136.952	70.276
7	YGR032W	109.581	137.015	71.887
7	YGR034W	108.618	134.164	77.196
7	YGR035W-A	108.480	133.176	78.108
7	YGR038W	108.270	131.070	79.763
7	YGR039W	106.757	126.272	87.195
7	YGR040W	106.636	126.546	87.526
7	YGR041W	106.351	127.587	88.732
7	YGR042W	106.384	128.539	89.750
7	YGR046W	108.112	130.700	91.584
7	YGR048W	109.282	132.324	93.034
7	YGR049W	109.051	132.797	93.636
7	YGR052W	108.325	133.417	94.558
7	YGR054W	106.519	134.213	96.153
7	YGR055W	104.891	134.199	97.738
7	YGR056W	104.003	133.676	98.764
7	YGR058W	102.596	131.047	100.964
7	YGR059W	102.357	129.932	101.583
7	snR48	102.249	128.404	102.261
7	YGR060W	102.286	127.621	102.538
7	YGR064W	104.025	122.341	103.561
7	YGR068W-A	106.544	124.356	106.680
7	YGR069W	106.630	124.615	106.908
7	YGR070W	106.764	125.041	107.356
7	YGR072W	106.379	124.839	110.001
7	YGR074W	106.135	124.366	110.359
7	YGR079W	105.065	121.880	111.041
7	YGR080W	104.806	121.119	110.872
7	YGR082W	104.506	120.093	110.378
7	YGR088W	99.953	115.439	108.188
7	YGR089W	98.200	114.681	108.306
7	tT(UGU)G1	97.691	114.100	108.782
7	YGR090W	98.050	114.109	108.933
7	YGR091W	100.992	114.596	109.712
7	YGR092W	102.258	114.846	110.110
7	YGR093W	104.300	115.279	110.919
7	YGR094W	105.486	115.548	111.493
7	YGR096W	108.887	116.404	113.557
7	YGR097W	110.399	116.843	114.450
7	YGR099W	117.366	119.006	117.537
7	YGR100W	118.074	118.713	117.737
7	YGR101W	118.244	117.107	117.584
7	YGR103W	117.741	115.581	117.217
7	YGR105W	116.706	113.138	116.610
7	tL(GAG)G	115.937	111.543	116.232
7	YGR107W	115.103	109.974	115.875
7	YGR108W	114.663	109.200	115.705
7	YGR109W-A	113.055	106.597	115.260
7	YGR109W-B	113.055	106.597	115.260
7	YGR110W	113.016	106.778	116.407
7	YGR111W	113.795	108.278	117.517
7	YGR112W	114.027	109.123	118.164
7	YGR113W	113.975	109.822	118.750
7	YGR116W	113.639	110.373	119.277
7	YGR118W	109.310	111.021	120.828
7	tN(GUU)G	106.949	109.694	120.967
7	YGR121W-A	106.072	108.138	120.697
7	YGR122W	105.952	107.759	120.610
7	tR(UCU)G3	105.548	105.638	120.047
7	tI(AAU)G	105.196	103.492	119.392
7	YGR124W	105.060	102.641	119.109
7	YGR125W	104.731	100.528	118.348
7	YGR126W	104.296	97.617	117.180
7	YGR127W	104.168	96.814	116.887
7	YGR129W	103.685	94.158	116.160
7	YGR131W	103.067	91.412	115.898
7	YGR133W	102.674	90.080	116.078
7	YGR134W	102.534	89.773	116.248
7	YGR135W	102.125	89.744	117.287
7	YGR136W	102.031	90.034	117.710
7	YGR137W	101.988	90.228	117.943
7	YGR139W	101.812	91.683	119.311
7	YGR140W	101.734	93.062	120.491
7	YGR141W	101.740	95.137	122.248
7	YGR142W	101.825	96.526	123.412
7	tA(AGC)G	101.974	97.918	124.568
7	YGR143W	102.022	98.267	124.856
7	tG(UCC)G	102.837	101.469	127.058
7	YGR144W	103.118	102.197	127.442
7	YGR145W	103.609	103.301	127.945
7	YGR149W	106.531	108.217	129.962
7	tA(UGC)G	108.340	110.674	133.346
7	YGR153W	108.731	111.139	134.492
7	YGR155W	109.303	112.057	135.704
7	YGR156W	109.690	112.931	136.005
7	YGR157W	110.016	113.932	135.711
7	YGR160W	110.682	116.415	133.399
7	YGR161W-C	111.694	117.386	132.571
7	YGR161W-A	112.421	117.596	132.534
7	YGR161W-B	112.421	117.596	132.534
7	tV(AAC)G2	116.669	113.734	136.561
7	YGR162W	116.504	113.404	136.703
7	YGR163W	114.840	111.032	137.745
7	YGR164W	114.329	110.439	138.122
7	YGR165W	114.070	110.159	138.325
7	YGR166W	113.281	109.384	138.991
7	YGR167W	112.199	108.504	140.016
7	YGR170W	109.745	107.132	142.551
7	YGR173W	107.446	106.243	142.100
7	tG(GCC)G1	107.224	106.225	141.200
7	YGR174W-A	107.059	106.154	140.599
7	YGR176W	106.622	105.787	139.532
7	YGR181W	102.798	100.001	136.541
7	YGR186W	101.499	94.008	133.295
7	tK(CUU)G3	102.350	88.490	128.812
7	YGR191W	102.777	86.058	126.205
7	YGR195W	103.074	81.640	120.425
7	YGR198W	103.661	78.402	118.934
7	YGR199W	104.134	76.836	119.079
7	YGR203W	105.337	77.320	122.517
7	YGR204W	105.497	77.805	123.270
7	YGR205W	105.967	79.227	125.550
7	YGR206W	106.196	79.920	126.703
7	YGR208W	106.419	80.601	127.864
7	YGR211W	106.853	81.927	130.209
7	YGR212W	107.018	82.718	131.784
7	YGR214W	106.738	83.731	134.543
7	YGR215W	106.396	84.020	135.726
7	YGR217W	105.531	84.310	137.700
7	YGR218W	101.730	83.539	139.977
7	YGR219W	99.932	82.427	138.234
7	YGR222W	98.250	81.848	137.397
7	YGR224W	97.356	82.184	138.303
7	YGR225W	96.934	82.775	139.637
7	YGR227W	96.529	83.643	141.171
7	YGR228W	96.255	84.257	141.679
7	YGR230W	95.974	84.925	141.415
7	YGR232W	95.800	85.381	140.486
7	YGR234W	95.645	85.290	136.350
7	YGR242W	98.306	76.601	126.771
7	YGR243W	98.470	76.475	126.251
7	YGR247W	98.226	78.267	127.161
7	YGR248W	98.008	78.817	127.849
7	YGR249W	97.499	79.853	129.233
7	YGR251W	94.741	82.993	134.502
7	YGR252W	94.108	83.563	135.461
7	YGR254W	92.637	85.357	137.380
